Price,Close,High,Low,Open,Volume,Lag1,Lag2,MA5,MA10
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,
Date,,,,,,,,,
2020-04-16,69.4825210571289,69.84848877293005,68.43067451777503,69.64975084803966,157125200,68.9347915649414,69.56978607177734,67.83253326416016,64.8005973815918
2020-04-17,68.53975677490234,69.5455618535008,67.1001303953059,68.99782307580948,215250000,69.4825210571289,68.9347915649414,68.55041046142578,65.71841964721679
2020-04-20,67.11707305908203,68.2682885484201,67.09768742099124,67.36428617146147,130015200,68.53975677490234,69.4825210571289,68.72878570556641,66.5792854309082
2020-04-21,65.04247283935547,67.19464143835056,64.32993033303205,66.95955078291355,180991600,67.11707305908203,68.53975677490234,67.82332305908203,66.72227935791015
2020-04-22,66.91593933105469,67.35218660120425,65.9707319815453,66.3124548186049,116862400,65.04247283935547,67.11707305908203,67.41955261230468,67.12629699707031
2020-04-23,66.65658569335938,68.2852528904484,66.61780702244354,66.8601681684611,124814400,66.91593933105469,65.04247283935547,66.85436553955078,67.34344940185547
2020-04-24,68.58094787597656,68.5906443947667,67.13405124110245,67.18252643877639,126161200,66.65658569335938,66.91593933105469,66.86260375976562,67.70650711059571
2020-04-27,68.62943267822266,68.9614663795542,67.84902922262711,68.29739158061335,117087600,68.58094787597656,66.65658569335938,67.16507568359376,67.94693069458008
2020-04-28,67.51699829101562,69.27411747115775,67.42490722272382,69.09234652148788,112004800,68.62943267822266,68.58094787597656,67.65998077392578,67.74165191650391
2020-04-29,69.7345962524414,70.2047776093199,68.80393005840862,69.00751259495229,137280800,67.51699829101562,68.62943267822266,68.22371215820313,67.8216323852539
2020-04-30,71.20569610595703,71.3826223912063,69.88483240246467,70.27503026645908,183064000,69.7345962524414,67.51699829101562,69.13353424072265,67.99394989013672
2020-05-01,70.05936431884766,72.46600961904917,69.2789608424837,69.37590385770176,240616800,71.20569610595703,69.7345962524414,69.42921752929688,68.14591064453126
2020-05-04,71.05061340332031,71.17906454911665,69.39286360998993,70.08359453961356,133568000,70.05936431884766,71.20569610595703,69.9134536743164,68.53926467895508
2020-05-05,72.11700439453125,72.95072758723038,71.36568312949365,71.51110134148117,147751200,71.05061340332031,70.05936431884766,70.83345489501953,69.24671783447266
2020-05-06,72.86104583740234,73.49360499399509,72.43448777558325,72.81984118068168,142333600,72.11700439453125,71.05061340332031,71.45874481201172,69.84122848510742
2020-05-07,73.61479949951172,73.96138168836862,73.18582277419723,73.488774319377,115215200,72.86104583740234,72.11700439453125,71.94056549072266,70.53704986572265
2020-05-08,75.36693572998047,75.4203998179442,73.94771597783995,74.27579072596755,133838400,73.61479949951172,72.86104583740234,73.00207977294922,71.21564865112305
2020-05-11,76.55287170410156,77.04862158939132,74.66462279176794,74.8736214980084,145946400,75.36693572998047,73.61479949951172,74.10253143310547,72.00799255371093
2020-05-12,75.6780014038086,77.6901839023614,75.55649278090975,77.23816796870288,162301200,76.55287170410156,75.36693572998047,74.81473083496094,72.82409286499023
2020-05-13,74.76426696777344,76.78131490249868,73.68526961866718,75.85784476081635,200622400,75.6780014038086,76.55287170410156,75.19537506103515,73.32705993652344
2020-05-14,75.22354888916016,75.28430319136068,73.27697867344054,74.00117262553755,158929200,74.76426696777344,75.6780014038086,75.51712493896484,73.72884521484374
2020-05-15,74.77883911132812,74.82501298410193,72.95620965856679,72.9902356348415,166348400,75.22354888916016,74.76426696777344,75.39950561523438,74.2007926940918
2020-05-18,76.54071807861328,76.91496675486883,75.4131217905622,76.10572250052454,135178400,74.77883911132812,75.22354888916016,75.39707489013672,74.74980316162109
2020-05-19,76.09843444824219,77.40586118201702,76.06684101530527,76.55773324993602,101729600,76.54071807861328,74.77883911132812,75.48116149902344,75.14794616699218
2020-05-20,77.5783920288086,77.64886168488982,76.91981000404272,76.95869365031022,111504800,76.09843444824219,76.54071807861328,76.04398651123047,75.61968078613282
2020-05-21,77.00000762939453,77.98179927461916,76.76184808396121,77.4398682042287,102688800,77.5783920288086,76.09843444824219,76.39927825927734,75.9582015991211
2020-05-22,77.49578094482422,77.57840592683334,76.6354977307433,76.73756083121987,81803200,77.00000762939453,77.5783920288086,76.94266662597656,76.17108612060547
2020-05-26,76.97087097167969,78.79592582486933,76.91497432363046,78.61609539871866,125522000,77.49578094482422,77.00000762939453,77.02869720458985,76.21288604736328
2020-05-27,77.30623626708984,77.45204814265487,76.0862919880059,76.82749926533644,112945200,76.97087097167969,77.49578094482422,77.27025756835937,76.3757095336914
2020-05-28,77.34024810791016,78.60150836399505,76.7035440312258,76.98057986946539,133560800,77.30623626708984,76.97087097167969,77.22262878417969,76.63330764770508
2020-05-29,77.26490783691406,78.0449911609041,76.90767216991519,77.58325985255884,153532400,77.34024810791016,77.30623626708984,77.27560882568359,76.83744354248047
2020-06-01,78.21510314941406,78.33661177403135,77.08749955314255,77.21873094429264,80791200,77.26490783691406,77.34024810791016,77.41947326660156,77.18106994628906
2020-06-02,78.57722473144531,78.60152794836702,77.5055173870129,77.94781071956606,87642800,78.21510314941406,77.26490783691406,77.7407440185547,77.38472061157226
2020-06-03,79.00978088378906,79.27224371259338,78.32447033961016,78.89799500589793,104491200,78.57722473144531,78.21510314941406,78.08145294189453,77.67585525512695
2020-06-04,78.32933044433594,79.13128449132041,77.95508176147044,78.83237798726375,87560400,79.00978088378906,78.57722473144531,78.27926940917969,77.75094909667969
2020-06-05,80.56023406982422,80.62098839416043,78.55048369064991,78.5796445797234,137250400,78.32933044433594,79.00978088378906,78.93833465576172,78.10697174072266
2020-06-08,81.03653717041016,81.07056314819836,79.54441498185327,80.25645380649277,95654400,80.56023406982422,78.32933044433594,79.50262145996093,78.46104736328125
2020-06-09,83.59549713134766,83.98918386938145,80.68415537333125,80.71574880080514,147712400,81.03653717041016,80.56023406982422,80.5062759399414,79.12350997924804
2020-06-10,85.74622344970703,86.21524505993106,84.10585667073434,84.54571739149566,166651600,83.59549713134766,81.03653717041016,81.853564453125,79.96750869750977
2020-06-11,81.62950897216797,85.31365210238673,81.52744586006406,84.88837183058858,201662400,85.74622344970703,83.59549713134766,82.5136001586914,80.39643478393555
2020-06-12,82.33424377441406,84.52139908925585,81.22122799958797,83.77290920023673,200146000,81.62950897216797,85.74622344970703,82.86840209960937,80.90336837768555
2020-06-15,83.35249328613281,84.00621035316378,80.82268254803616,80.98550738644816,138808800,82.33424377441406,81.62950897216797,83.3315933227539,81.41710739135742
2020-06-16,85.56151580810547,85.83370137590062,83.77291228895632,85.41084628969108,165428800,83.35249328613281,82.33424377441406,83.72479705810547,82.11553649902343
2020-06-17,85.44242095947266,86.36831594694858,85.32091235307112,86.30756164374782,114406400,85.56151580810547,83.35249328613281,83.66403656005859,82.7588005065918
2020-06-18,85.47648620605469,85.89447630079682,84.86651034841641,85.39871888231193,96820400,85.44242095947266,85.56151580810547,84.43343200683594,83.47351608276367
2020-06-19,84.98800659179688,86.65024395832843,83.8774158013372,86.18365491665244,264476000,85.47648620605469,85.44242095947266,84.9641845703125,83.91629333496094
2020-06-22,87.21161651611328,87.35499583192716,85.33552267955825,85.38169655946604,135445200,84.98800659179688,85.47648620605469,85.73600921630859,84.53380126953125
2020-06-23,89.07312774658203,90.4947803881452,88.03787170937105,88.45829429442931,212155600,87.21161651611328,84.98800659179688,86.4383316040039,85.0815643310547
2020-06-24,87.50079345703125,89.62233679250828,87.12654480257098,88.70129930670531,192623200,89.07312774658203,87.21161651611328,86.85000610351562,85.25702133178712
2020-06-25,88.66239166259766,88.70127530337112,86.89565934217521,87.65630434165809,137522400,87.50079345703125,89.07312774658203,87.48718719482422,85.96030960083007
2020-06-26,85.93818664550781,88.77905873731159,85.78994227456904,88.5579121618439,205256800,88.66239166259766,87.50079345703125,87.6772232055664,86.32070388793946
2020-06-29,87.91878509521484,88.01356538759049,85.36710383418715,85.84584813886048,130646000,85.93818664550781,88.66239166259766,87.81865692138672,86.77733306884765
2020-06-30,88.6526870727539,88.93945305521017,87.48620727559833,87.50564539182193,140223200,87.91878509521484,85.93818664550781,87.7345687866211,87.0864501953125
2020-07-01,88.48501586914062,89.2748220077914,88.43641686423359,88.7304656885215,110737200,88.6526870727539,87.91878509521484,87.93141326904296,87.3907096862793
2020-07-02,88.48501586914062,90.03060958463712,88.37080487027472,89.39390551485566,114041600,88.48501586914062,88.6526870727539,87.89593811035157,87.69156265258789
2020-07-06,90.85199737548828,91.3210188724847,89.88478608277487,89.91637951083226,118655600,88.48501586914062,88.48501586914062,88.87870025634766,88.27796173095703
2020-07-07,90.57009887695312,92.0111893796949,90.45831301928035,91.2311060890885,112424400,90.85199737548828,88.48501586914062,89.40896301269531,88.61380996704102
2020-07-08,92.67949676513672,92.71109019742121,91.46197784699565,91.549467922268,117092000,90.57009887695312,90.85199737548828,90.21432495117188,88.97444686889648
2020-07-09,93.07804870605469,93.62726270349853,92.02821230000306,93.5737986064413,125642800,92.67949676513672,90.57009887695312,91.13293151855468,89.53217239379883
2020-07-10,93.24085998535156,93.29918917048931,92.0597996685609,92.67220049027107,90257200,93.07804870605469,92.67949676513672,92.08410034179687,89.99001922607422
2020-07-13,92.81072235107422,97.16316235330419,92.59686597637041,94.54829427109546,191649200,93.24085998535156,93.07804870605469,92.47584533691406,90.67727279663086
2020-07-14,94.34659576416016,94.53857406439258,91.25541584676947,92.19102638698895,170989200,92.81072235107422,93.24085998535156,93.23114471435547,91.32005386352539
2020-07-15,94.9954605102539,96.47543496831665,93.7949544622353,96.22512744748764,153198000,94.34659576416016,92.81072235107422,93.6943374633789,91.95433120727539
2020-07-16,93.82653045654297,94.68438106422201,93.22627754411272,93.86541410703498,110577600,94.9954605102539,94.34659576416016,93.84403381347656,92.48848266601563
2020-07-17,93.63697814941406,94.43407445102358,93.16309153453818,94.27854726393537,92186800,93.82653045654297,94.9954605102539,93.92325744628906,93.00367889404296
2020-07-20,95.61028289794922,95.74880452196625,93.37938613595313,93.72447392303613,90318000,93.63697814941406,93.82653045654297,94.48316955566406,93.47950744628906
2020-07-21,94.29068756103516,96.47784268487361,94.04038010462556,96.40250793502297,103433200,95.61028289794922,93.63697814941406,94.47198791503907,93.85156631469727
2020-07-22,94.55558776855469,95.23846569726479,93.90430327124304,93.9917859277632,89001600,94.29068756103516,95.61028289794922,94.38401336669922,94.03917541503907
2020-07-23,90.25177001953125,94.36605130909368,89.44009309188272,94.28828398977052,197004400,94.55558776855469,94.29068756103516,93.66906127929687,93.75654754638671
2020-07-24,90.02816772460938,90.37325548035092,86.65508713174927,88.44613048133,185438800,90.25177001953125,94.55558776855469,92.94729919433594,93.4352783203125
2020-07-27,92.16188049316406,92.25422825579042,90.86903406529393,91.09260583305284,121214000,90.02816772460938,90.25177001953125,92.2576187133789,93.37039413452149
2020-07-28,90.64788055419922,91.90914086643643,90.64301546203014,91.7317355771427,103625600,92.16188049316406,90.02816772460938,91.52905731201172,93.00052261352539
2020-07-29,92.38544464111328,92.57014013630604,91.09502355323384,91.1314746598381,90329200,90.64788055419922,92.16188049316406,91.09502868652343,92.73952102661133
2020-07-30,93.50332641601562,93.60782206135195,91.14848849561243,91.55675572597188,158130000,92.38544464111328,90.64788055419922,91.7453399658203,92.70720062255859
2020-07-31,103.29205322265625,103.44272272989053,98.00885320518057,100.0113203728721,374336800,93.50332641601562,92.38544464111328,94.39811706542969,93.6727081298828
2020-08-03,105.89478302001953,108.51936675829901,104.87897253825906,105.17787905542978,308151200,103.29205322265625,93.50332641601562,97.14469757080079,94.70115814208984
2020-08-04,106.60194396972656,107.69552155569056,105.36012201007934,106.08431605909598,173071600,105.89478302001953,103.29205322265625,100.33551025390625,95.93228378295899
2020-08-05,106.98834228515625,107.30912682898914,105.85588103165973,106.32247740598919,121776800,106.60194396972656,105.89478302001953,103.25608978271484,97.17555923461914
2020-08-06,110.72109985351562,111.2168571833951,106.73076025201287,107.32129046502143,202428800,106.98834228515625,106.60194396972656,106.69964447021485,99.22249221801758
2020-08-07,108.20377349853516,110.6991917635781,107.40523995090824,110.24149434670589,198045600,110.72109985351562,106.98834228515625,107.68198852539062,101.04005279541016
2020-08-10,109.77648162841797,110.79656040754556,107.12038216987283,109.65231698977226,212403600,108.20377349853516,110.72109985351562,108.45832824707031,102.80151290893555
2020-08-11,106.51174926757812,109.53789844079104,106.25125017767719,109.03881778751953,187902400,109.77648162841797,108.20377349853516,108.44028930664062,104.38789978027344
2020-08-12,110.05160522460938,110.30966741081477,107.41011206954046,107.60487346037331,165598000,106.51174926757812,109.77648162841797,109.05294189453124,106.15451583862304
2020-08-13,111.99923706054688,113.00470916588479,110.94507089779177,111.4344186850555,210082000,110.05160522460938,106.51174926757812,109.3085693359375,108.00410690307618
2020-08-14,111.89942169189453,111.98949901322317,110.08567574687753,111.82395110215055,165565200,111.99923706054688,110.05160522460938,110.04769897460938,108.86484375
2020-08-17,111.60726928710938,113.04852867975069,110.97915755635789,113.02418165118854,119561600,111.89942169189453,111.99923706054688,110.41385650634766,109.43609237670898
2020-08-18,112.53727722167969,112.96332424198891,111.0229840865938,111.35895378278491,105633600,111.60726928710938,111.89942169189453,111.61896209716797,110.0296257019043
2020-08-19,112.67848205566406,114.09539455025546,112.58353829409737,112.94628453517508,145538000,112.53727722167969,111.60726928710938,112.1443374633789,110.59863967895508
2020-08-20,115.17876434326172,115.2931886914799,112.7028193742301,112.71986303729176,126907200,112.67848205566406,112.53727722167969,112.78024291992188,111.04440612792969
2020-08-21,121.11421203613281,121.59868597251888,116.1282420708619,116.14041187069935,338054800,115.17876434326172,112.67848205566406,114.62320098876953,112.33544998168945
2020-08-24,122.56275939941406,125.41362769585429,120.69302357078764,125.3284093838819,345937600,121.11421203613281,115.17876434326172,116.81429901123047,113.61407775878907
2020-08-25,121.55728912353516,121.90299909151933,119.83119107466611,121.43313191060219,211495600,122.56275939941406,121.11421203613281,118.61830139160156,115.11863174438477
2020-08-26,123.21035766601562,123.66805506312153,121.8080520118478,122.87682491569296,163022400,121.55728912353516,122.56275939941406,120.72467651367188,116.43450698852538
2020-08-27,121.73746490478516,124.1476723660599,120.59078438962894,123.81413958938536,155552400,123.21035766601562,121.55728912353516,122.03641662597656,117.40832977294922
2020-08-28,121.54025268554688,123.13244579194858,121.31627042883115,122.71370217000428,187630000,121.73746490478516,123.21035766601562,122.12162475585937,118.37241287231446
2020-08-31,125.66194152832031,127.57063853613053,122.70153019505685,124.24017021395687,225702700,121.54025268554688,121.73746490478516,122.74146118164063,119.77788009643555
2020-09-01,130.6674041748047,131.27118380524524,127.11296048915095,129.28457897882038,151948100,125.66194152832031,121.54025268554688,124.56348419189453,121.59089279174805
2020-09-02,127.96016693115234,134.36791557513135,123.67535734483123,133.98812570206806,200119000,130.6674041748047,125.66194152832031,125.51344604492188,123.11906127929687
2020-09-03,117.715576171875,125.46719678609372,117.34552656361724,123.58772784996529,257599600,127.96016693115234,130.6674041748047,124.70906829833984,123.3727424621582
2020-09-04,117.79346466064453,120.4617338734343,107.98708104487906,116.9267639955814,332607200,117.715576171875,127.96016693115234,123.95971069335937,123.04066772460938
2020-09-08,109.8665771484375,115.87505597903306,109.73024268836703,110.96699312748366,231366600,117.79346466064453,117.715576171875,120.8006378173828,121.77104949951172
2020-09-09,114.248779296875,116.02113476904711,112.24270866069972,114.19035236329198,176940500,109.8665771484375,117.79346466064453,117.51691284179688,121.0401985168457
2020-09-10,110.51903533935547,117.3455283202875,109.55495382599455,117.20919386101103,182274400,114.248779296875,109.8665771484375,114.0286865234375,119.77106628417968
2020-09-11,109.06802368164062,112.21347084794252,107.12038040161133,111.57074499929149,180860300,110.51903533935547,114.248779296875,112.29917602539062,118.50412216186524
2020-09-14,112.3400650024414,112.89514304014192,109.84708398114357,111.71681974711694,140150100,109.06802368164062,110.51903533935547,111.20849609375,117.58410339355468
2020-09-15,112.5153579711914,115.71923219486175,110.6358818287243,115.23232135411556,184642000,112.3400650024414,109.06802368164062,111.73825225830078,116.26944503784179
2020-09-16,109.19464111328125,112.9633343387469,109.10700071322607,112.21349478503636,154679000,112.5153579711914,112.3400650024414,110.72742462158203,114.12216873168946
2020-09-17,107.45148468017578,109.26279366804528,105.86415795625577,106.847719970666,178011000,109.19464111328125,112.5153579711914,110.1139144897461,112.0713005065918
2020-09-18,104.04312133789062,107.97736244484516,103.31275496127046,107.509932124424,287104900,107.45148468017578,109.19464111328125,109.10893402099609,110.70405502319336
2020-09-21,107.19829559326172,107.30541657570868,100.40101679009732,101.80332242964299,195713800,104.04312133789062,107.45148468017578,108.08058013916016,109.64453811645508
2020-09-22,108.88301849365234,109.90553440635527,106.30239653909264,109.73024617645395,183055400,107.19829559326172,104.04312133789062,107.35411224365234,109.54618225097656
2020-09-23,104.31578063964844,109.17514872406446,103.97493710920857,108.69797818298632,150718700,108.88301849365234,107.19829559326172,106.37834014892579,108.55288238525391
2020-09-24,105.38697052001953,107.36382710009974,102.2512639048569,102.41681178710614,167743300,104.31578063964844,108.88301849365234,105.96543731689454,108.03967590332032
2020-09-25,109.3406982421875,109.49651327893982,104.85137965372228,105.591486218956,149981400,105.38697052001953,104.31578063964844,107.0249526977539,108.066943359375
2020-09-28,111.9505386352539,112.30111503190352,109.82760709095112,111.99923269077127,137672400,109.3406982421875,105.38697052001953,107.97540130615235,108.02799072265626
2020-09-29,111.10331726074219,112.29138095636048,110.59693323178644,111.55128179324593,99382200,111.9505386352539,109.3406982421875,108.41946105957031,107.88678665161133
2020-09-30,112.77830505371094,114.19035118127651,110.64564027362456,110.8111882035102,142675200,111.10331726074219,111.9505386352539,110.11196594238281,108.24515304565429
2020-10-01,113.73265075683594,114.63830534270079,112.79778270524493,114.56039781431716,116120400,112.77830505371094,111.10331726074219,111.78110198974609,108.8732696533203
2020-10-02,110.06132507324219,112.3498120079921,109.28227217240111,109.93473092714387,144712000,113.73265075683594,112.77830505371094,111.92522735595703,109.47509002685547
2020-10-05,113.45024108886719,113.59631584658959,110.57746971556678,110.92804616223222,106243800,110.06132507324219,113.73265075683594,112.22516784667968,110.10028457641602
2020-10-06,110.1976547241211,113.08016573983656,109.31147351071068,112.67115502536377,161498200,113.45024108886719,110.06132507324219,112.04403533935547,110.23174819946288
