Price,Close,High,Low,Open,Volume,Lag1,Lag2,MA5,MA10
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,
Date,,,,,,,,,
2020-01-15,75.27809143066406,76.28392794287467,74.84528990021097,75.4014053711113,121923600,75.6020736694336,76.63690185546875,75.48311462402344,73.98935394287109
2020-01-16,76.22105407714844,76.33228158869747,75.45942527825108,75.82210636141797,108829200,75.27809143066406,75.6020736694336,75.75440063476563,74.34937438964843
2020-01-17,77.06489562988281,77.06730848616459,76.16302603037396,76.47009335198214,137816400,76.22105407714844,75.27809143066406,76.16060333251953,74.86438217163087
2020-01-21,76.54261016845703,77.13498464815184,76.40478963144653,76.69251711941031,110843200,77.06489562988281,76.22105407714844,76.1417449951172,75.26985931396484
2020-01-22,76.81587982177734,77.36956779843476,76.72157916955204,77.02864659070664,101832400,76.54261016845703,77.06489562988281,76.38450622558594,75.73675231933593
2020-01-23,77.185791015625,77.26557760751265,76.32018802900329,76.86905012564355,104472000,76.81587982177734,76.54261016845703,76.76604614257812,76.12458038330078
2020-01-24,76.96334075927734,78.17711075717362,76.77232666197627,77.43240886934917,146537600,77.185791015625,76.81587982177734,76.91450347900391,76.33445205688477
2020-01-27,74.70020294189453,75.38203764467593,73.71612668009978,74.96858335214901,161940000,76.96334075927734,77.185791015625,76.44156494140626,76.30108413696288
2020-01-28,76.81340789794922,76.98507481483004,75.48357774845738,75.58271142687103,162234000,74.70020294189453,76.96334075927734,76.49572448730468,76.31873474121093
2020-01-29,78.42130279541016,79.26997869647961,77.70561435491118,78.44790323902978,216229200,76.81340789794922,74.70020294189453,76.81680908203126,76.6006576538086
2020-01-30,78.30769348144531,78.3608870109976,77.069743025065,77.50254458920554,126743200,78.42130279541016,76.81340789794922,77.04118957519532,76.90361785888672
2020-01-31,74.83560180664062,78.01993693561123,74.54062095731271,77.59680909150437,199588400,78.30769348144531,78.42130279541016,76.61564178466797,76.76507263183593
2020-02-03,74.63008880615234,75.79791852993898,73.07297758859362,73.57589206005755,173788400,74.83560180664062,78.30769348144531,76.60161895751953,76.52159194946289
2020-02-04,77.09391021728516,77.2849243200521,75.83177975550196,76.23798079684781,136616400,74.63008880615234,74.83560180664062,76.65771942138672,76.5767219543457
2020-02-05,77.72257232666016,78.52288812967583,77.1181037516473,78.22306669890804,118826800,77.09391021728516,74.63008880615234,76.51797332763672,76.66739120483399
2020-02-06,78.63166809082031,78.63408832571153,77.43482504328904,77.99335327455661,105425600,77.72257232666016,77.09391021728516,76.58276824951172,76.81197891235351
2020-02-07,77.5628433227539,78.37959926522765,77.07085045375861,78.12996756118129,117684000,78.63166809082031,77.72257232666016,77.12821655273437,76.87192916870117
2020-02-10,77.93124389648438,77.93124389648438,76.06506702253098,76.14504296724274,109348800,77.5628433227539,78.63166809082031,77.78844757080078,77.19503326416016
2020-02-11,77.4610595703125,78.500791189116,77.24293596960018,78.42808578763751,94323200,77.93124389648438,77.5628433227539,77.86187744140625,77.25979843139649
2020-02-12,79.30058288574219,79.30542744679461,77.91185062961374,77.91185062961374,113730400,77.4610595703125,77.93124389648438,78.17747955322265,77.34772644042968
2020-02-13,78.73587799072266,79.06306707389666,78.36749164748854,78.57107415792922,94747600,79.30058288574219,77.4610595703125,78.19832153320313,77.39054489135742
2020-02-14,78.75530242919922,79.00493425661257,78.24634225202536,78.70440123408622,80113600,78.73587799072266,79.30058288574219,78.43681335449219,77.78251495361329
2020-02-18,77.31322479248047,77.49499569716498,76.24925554684746,76.43102645153198,152531200,78.75530242919922,78.73587799072266,78.3132095336914,78.05082855224609
2020-02-19,78.43293762207031,78.6631837418977,77.55559118024817,77.55559118024817,93984000,77.31322479248047,78.75530242919922,78.50758514404296,78.1847312927246
2020-02-20,77.6282958984375,78.68256868592816,77.12176183559734,78.19300168361448,100566000,78.43293762207031,77.31322479248047,78.17312774658203,78.17530364990235
2020-02-21,75.87117004394531,77.66464882542346,75.25315194781216,77.22112369135226,129554000,77.6282958984375,78.43293762207031,77.60018615722656,77.89925384521484
2020-02-24,72.26728057861328,73.72144817577714,70.09815168394451,72.04431235563099,222195200,75.87117004394531,77.6282958984375,76.30258178710938,77.36969757080078
2020-02-25,69.81941223144531,73.3215345796045,69.34681232251152,72.93860713253768,230673600,72.26728057861328,75.87117004394531,74.80381927490234,76.55851440429687
2020-02-26,70.92700958251953,72.19456142629366,69.43648955817032,69.44376009892217,198054800,69.81941223144531,72.26728057861328,73.3026336669922,75.90510940551758
2020-02-27,66.29061889648438,69.31528870252646,66.15489724457306,68.12772055016481,320605600,70.92700958251953,69.81941223144531,71.03509826660157,74.6041130065918
2020-02-28,66.2518539428711,67.4757824380709,62.134139530313654,62.34984454807426,426510000,66.29061889648438,70.92700958251953,69.11123504638672,73.35571060180663
2020-03-02,72.41995239257812,73.05736355673497,67.30855537364073,68.41372189685545,341397200,66.2518539428711,66.29061889648438,69.14176940917969,72.72217559814453
2020-03-03,70.11995697021484,73.67781826113942,69.26684065673096,73.59784230488941,319475600,72.41995239257812,66.2518539428711,69.20187835693359,72.00284881591797
2020-03-04,73.37242889404297,73.53238817702517,71.04334126232827,71.84555625982283,219178400,70.11995697021484,72.41995239257812,69.69096221923829,71.49679794311524
2020-03-05,70.9924545288086,72.5993032659202,70.62648670581913,71.6225878078589,187572800,73.37242889404297,70.11995697021484,70.63132934570312,70.83321380615234
2020-03-06,70.04965209960938,70.4834806861114,68.15923783954538,68.34585328692468,226176800,70.9924545288086,73.37242889404297,71.39088897705078,70.25106201171874
2020-03-09,64.50928497314453,67.3982263851532,63.740996701505956,63.92276760464713,286744800,70.04965209960938,70.9924545288086,69.80875549316406,69.47526245117187
2020-03-10,69.15534973144531,69.4219485531025,65.28484074636239,67.16799216221737,285290000,64.50928497314453,70.04965209960938,69.61583404541015,69.40885620117187
2020-03-11,66.7535400390625,68.15681338440555,65.88830882534532,67.22857329146201,255598800,69.15534973144531,64.50928497314453,68.29205627441407,68.99150924682617
2020-03-12,60.161319732666016,65.43752410022596,60.1055776920594,62.02992621470894,418474000,66.7535400390625,69.15534973144531,66.12582931518554,68.37857933044434
2020-03-13,67.36912536621094,67.84173254059745,61.30524869933192,64.19904495715387,370732000,60.161319732666016,66.7535400390625,65.58972396850587,68.49030647277831
2020-03-16,58.702308654785156,62.79093727126344,58.166688768527365,58.63929237514396,322423600,67.36912536621094,60.161319732666016,64.42832870483399,67.11854209899903
2020-03-17,61.28346252441406,62.43467470181221,57.77891741086091,59.98682842744822,324056000,58.702308654785156,67.36912536621094,62.85395126342773,66.23489265441894
2020-03-18,59.78323745727539,60.59030070646208,57.46868723066085,58.11094663703243,300233600,61.28346252441406,58.702308654785156,61.45989074707031,64.87597351074218
2020-03-19,59.325172424316406,61.278603044823406,58.79924908019055,59.95773528488038,271857200,59.78323745727539,61.28346252441406,61.29266128540039,63.70924530029297
2020-03-20,55.55888748168945,61.033826561579104,55.25835823713997,59.90684466812261,401693200,59.325172424316406,59.78323745727539,58.9306137084961,62.260168838500974
2020-03-23,54.37858200073242,55.379534953760505,51.52841558126917,55.27774369215165,336752800,55.55888748168945,59.325172424316406,58.06586837768555,61.24709854125977
2020-03-24,59.834136962890625,60.03044895212406,56.78523248433621,57.28449598735918,287531200,54.37858200073242,55.55888748168945,57.77600326538086,60.3149772644043
2020-03-25,59.50452423095703,62.58978134258821,59.20884326429101,60.772072300693104,303602000,59.834136962890625,54.37858200073242,57.72026062011719,59.59007568359375
2020-03-26,62.63582229614258,62.693986610997555,59.70809887531277,59.746877550641436,252087200,59.50452423095703,59.834136962890625,58.38239059448242,59.83752593994141
2020-03-27,60.04256057739258,62.01295447288908,59.87533077006206,61.25678876823437,204216800,62.63582229614258,59.50452423095703,59.27912521362305,59.10486946105957
2020-03-30,61.75605392456055,61.92813199578418,60.44487900563897,60.76964580920623,167976400,60.04256057739258,62.63582229614258,60.75461959838867,59.41024398803711
2020-03-31,61.630027770996094,63.61738886653712,61.07502225152622,61.94752404866054,197002000,61.75605392456055,60.04256057739258,61.11379776000977,59.44490051269531
2020-04-01,58.38724136352539,60.28008186649483,57.95583869541803,59.74203967177421,176218400,61.630027770996094,61.75605392456055,60.890341186523436,59.305300903320315
2020-04-02,59.361534118652344,59.41485388495063,57.415373743181505,58.24909696369412,165934000,58.38724136352539,61.630027770996094,60.23548355102539,59.308937072753906
2020-04-03,58.50841522216797,59.548143090432646,57.91705333235699,58.845297125214294,129880000,59.361534118652344,58.38724136352539,59.928654479980466,59.603889846801756
2020-04-06,63.61253356933594,63.767640864717485,60.44002689202477,60.80841319029708,201820400,58.50841522216797,59.361534118652344,60.299950408935544,60.52728500366211
2020-04-07,62.875762939453125,65.84953953078768,62.77154940088239,65.63140853862814,202887200,63.61253356933594,58.50841522216797,60.54909744262695,60.83144760131836
2020-04-08,64.48506164550781,64.80012832217328,63.31203404517182,63.67799451502323,168895200,62.875762939453125,63.61253356933594,61.76866149902344,61.32950134277344
2020-04-09,64.95037078857422,65.45448618898067,64.15300782522117,65.12245255308986,161834800,64.48506164550781,62.875762939453125,62.88642883300781,61.560956192016604
2020-04-13,66.2251968383789,66.33426233514128,64.42687350884506,65.02793193786948,131022800,64.95037078857422,64.48506164550781,64.42978515625,62.179219818115236
2020-04-14,69.56978607177734,69.86062249775517,67.38853506577631,67.8611424089209,194994800,66.2251968383789,64.95037078857422,65.62123565673828,62.96059303283691
2020-04-15,68.9347915649414,69.39527634714266,68.0138220005389,68.44279864460466,131154400,69.56978607177734,66.2251968383789,66.83304138183594,63.69106941223144
